Item,Skill_req,Level,Slot,Craft_loot,Quality,Item_type,Attribute,Boost,Type_boost,Skill_boost,Note
Jellyfishing Net,Global,,Tool,Craft,Excellent,Bug Catching Net,Double Rewards,4,Percentage,Foraging,While doing  Foraging
Jellyfishing Net,Global,,Tool,Craft,Perfect,Bug Catching Net,Work Efficiency,8,Percentage,Fishing,While doing  Fishing
Jellyfishing Net,Global,,Tool,Craft,Perfect,Bug Catching Net,Work Efficiency,8,Percentage,Foraging,While doing  Foraging
Jellyfishing Net,Global,,Tool,Craft,Perfect,Bug Catching Net,Double Rewards,5,Percentage,Fishing,While doing  Fishing
Jellyfishing Net,Global,,Tool,Craft,Perfect,Bug Catching Net,Double Rewards,5,Percentage,Foraging,While doing  Foraging
Jellyfishing Net,Global,,Tool,Craft,Eternal,Bug Catching Net,Work Efficiency,9,Percentage,Fishing,While doing  Fishing
Jellyfishing Net,Global,,Tool,Craft,Eternal,Bug Catching Net,Work Efficiency,9,Percentage,Foraging,While doing  Foraging
Jellyfishing Net,Global,,Tool,Craft,Eternal,Bug Catching Net,Double Rewards,6,Percentage,Fishing,While doing  Fishing
Jellyfishing Net,Global,,Tool,Craft,Eternal,Bug Catching Net,Double Rewards,6,Percentage,Foraging,While doing  Foraging
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Normal,Woodcutting Hatchet,Work Efficiency,14,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Normal,Woodcutting Hatchet,Double Action,1,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Normal,Woodcutting Hatchet,Double Rewards,3,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Normal,Woodcutting Hatchet,Fine Material Finding,18,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Normal,Woodcutting Hatchet,Chest Finding,15,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Normal,Woodcutting Hatchet,Find Bird Nests,18,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Good,Woodcutting Hatchet,Work Efficiency,18,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Good,Woodcutting Hatchet,Double Action,2,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Good,Woodcutting Hatchet,Double Rewards,6,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Good,Woodcutting Hatchet,Fine Material Finding,29,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Good,Woodcutting Hatchet,Chest Finding,24,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Good,Woodcutting Hatchet,Find Bird Nests,29,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Great,Woodcutting Hatchet,Work Efficiency,23,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Great,Woodcutting Hatchet,Double Action,3,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Great,Woodcutting Hatchet,Double Rewards,9,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Great,Woodcutting Hatchet,Fine Material Finding,33,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Great,Woodcutting Hatchet,Chest Finding,27,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Great,Woodcutting Hatchet,Find Bird Nests,33,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Excellent,Woodcutting Hatchet,Work Efficiency,28,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Excellent,Woodcutting Hatchet,Double Action,6,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Excellent,Woodcutting Hatchet,Double Rewards,12,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Excellent,Woodcutting Hatchet,Fine Material Finding,35,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Excellent,Woodcutting Hatchet,Chest Finding,29,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Excellent,Woodcutting Hatchet,Find Bird Nests,35,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Perfect,Woodcutting Hatchet,Work Efficiency,35,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Perfect,Woodcutting Hatchet,Double Action,14,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Perfect,Woodcutting Hatchet,Double Rewards,15,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Perfect,Woodcutting Hatchet,Fine Material Finding,37,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Perfect,Woodcutting Hatchet,Chest Finding,31,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Hatchet,Woodcutting,40,Tool,Craft,Perfect,Woodcutting Hatchet,Find Bird Nests,37,Percentage,Woodcutting,While doing  Woodcutting
Tarsilium Pickaxe,Mining,40,Tool,Craft,Normal,Pickaxe,Work Efficiency,14,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Normal,Pickaxe,Double Action,1,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Normal,Pickaxe,Double Rewards,3,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Normal,Pickaxe,Fine Material Finding,18,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Normal,Pickaxe,Chest Finding,15,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Normal,Pickaxe,Find Gems,18,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Good,Pickaxe,Work Efficiency,18,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Good,Pickaxe,Double Action,2,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Good,Pickaxe,Double Rewards,6,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Good,Pickaxe,Fine Material Finding,29,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Good,Pickaxe,Chest Finding,24,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Good,Pickaxe,Find Gems,29,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Great,Pickaxe,Work Efficiency,23,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Great,Pickaxe,Double Action,3,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Great,Pickaxe,Double Rewards,9,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Great,Pickaxe,Fine Material Finding,33,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Great,Pickaxe,Chest Finding,27,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Great,Pickaxe,Find Gems,33,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Excellent,Pickaxe,Work Efficiency,28,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Excellent,Pickaxe,Double Action,6,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Excellent,Pickaxe,Double Rewards,12,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Excellent,Pickaxe,Fine Material Finding,35,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Excellent,Pickaxe,Chest Finding,29,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Excellent,Pickaxe,Find Gems,35,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Perfect,Pickaxe,Work Efficiency,35,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Perfect,Pickaxe,Double Action,14,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Perfect,Pickaxe,Double Rewards,15,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Perfect,Pickaxe,Fine Material Finding,37,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Perfect,Pickaxe,Chest Finding,31,Percentage,Mining,While doing  Mining
Tarsilium Pickaxe,Mining,40,Tool,Craft,Perfect,Pickaxe,Find Gems,37,Percentage,Mining,While doing  Mining
Willow Fishing Rod,Fishing,40,Tool,Craft,Normal,"Fishing Rod, Fishing",Work Efficiency,14,Percentage,Fishing,While doing  Fishing
Willow Fishing Rod,Fishing,40,Tool,Craft,Normal,"Fishing Rod, Fishing",Double Action,1,Percentage,Fishing,While doing  Fishing
Willow Fishing Rod,Fishing,40,Tool,Craft,Normal,"Fishing Rod, Fishing",Double Rewards,3,Percentage,Fishing,While doing  Fishing
Willow Fishing Rod,Fishing,40,Tool,Craft,Normal,"Fishing Rod, Fishing",Fine Material Finding,36,Percentage,Fishing,While doing  Fishing
Willow Fishing Rod,Fishing,40,Tool,Craft,Normal,"Fishing Rod, Fishing",Chest Finding,15,Percentage,Fishing,While doing  Fishing
Willow Fishing Rod,Fishing,40,Tool,Craft,Good,"Fishing Rod, Fishing",Work Efficiency,18,Percentage,Fishing,While doing  Fishing
Willow Fishing Rod,Fishing,40,Tool,Craft,Good,"Fishing Rod, Fishing",Double Action,1,Percentage,Fishing,While doing  Fishing
Willow Fishing Rod,Fishing,40,Tool,Craft,Good,"Fishing Rod, Fishing",Double Rewards,6,Percentage,Fishing,While doing  Fishing
Willow Fishing Rod,Fishing,40,Tool,Craft,Good,"Fishing Rod, Fishing",Fine Material Finding,58,Percentage,Fishing,While doing  Fishing
Willow Fishing Rod,Fishing,40,Tool,Craft,Good,"Fishing Rod, Fishing",Chest Finding,24,Percentage,Fishing,While doing  Fishing
Willow Fishing Rod,Fishing,40,Tool,Craft,Great,"Fishing Rod, Fishing",Work Efficiency,23,Percentage,Fishing,While doing  Fishing
Willow Fishing Rod,Fishing,40,Tool,Craft,Great,"Fishing Rod, Fishing",Double Action,2,Percentage,Fishing,While doing  Fishing
Willow Fishing Rod,Fishing,40,Tool,Craft,Great,"Fishing Rod, Fishing",Double Rewards,9,Percentage,Fishing,While doing  Fishing
Willow Fishing Rod,Fishing,40,Tool,Craft,Great,"Fishing Rod, Fishing",Fine Material Finding,66,Percentage,Fishing,While doing  Fishing
Willow Fishing Rod,Fishing,40,Tool,Craft,Great,"Fishing Rod, Fishing",Chest Finding,27,Percentage,Fishing,While doing  Fishing
Willow Fishing Rod,Fishing,40,Tool,Craft,Excellent,"Fishing Rod, Fishing",Work Efficiency,28,Percentage,Fishing,While doing  Fishing
Willow Fishing Rod,Fishing,40,Tool,Craft,Excellent,"Fishing Rod, Fishing",Double Action,5,Percentage,Fishing,While doing  Fishing
Willow Fishing Rod,Fishing,40,Tool,Craft,Excellent,"Fishing Rod, Fishing",Double Rewards,12,Percentage,Fishing,While doing  Fishing
Willow Fishing Rod,Fishing,40,Tool,Craft,Excellent,"Fishing Rod, Fishing",Fine Material Finding,70,Percentage,Fishing,While doing  Fishing
Willow Fishing Rod,Fishing,40,Tool,Craft,Excellent,"Fishing Rod, Fishing",Chest Finding,29,Percentage,Fishing,While doing  Fishing
Willow Fishing Rod,Fishing,40,Tool,Craft,Perfect,"Fishing Rod, Fishing",Work Efficiency,35,Percentage,Fishing,While doing  Fishing
Willow Fishing Rod,Fishing,40,Tool,Craft,Perfect,"Fishing Rod, Fishing",Double Action,13,Percentage,Fishing,While doing  Fishing
Willow Fishing Rod,Fishing,40,Tool,Craft,Perfect,"Fishing Rod, Fishing",Double Rewards,15,Percentage,Fishing,While doing  Fishing
Willow Fishing Rod,Fishing,40,Tool,Craft,Perfect,"Fishing Rod, Fishing",Fine Material Finding,74,Percentage,Fishing,While doing  Fishing
Willow Fishing Rod,Fishing,40,Tool,Craft,Perfect,"Fishing Rod, Fishing",Chest Finding,31,Percentage,Fishing,While doing  Fishing
Coral Fishing Spear,Fishing,45,Tool,Craft,Normal,Fishing Spear,Work Efficiency,16,Percentage,Fishing,While doing  Fishing
Coral Fishing Spear,Fishing,45,Tool,Craft,Normal,Fishing Spear,Double Action,1,Percentage,Fishing,While doing  Fishing
Coral Fishing Spear,Fishing,45,Tool,Craft,Normal,Fishing Spear,Double Rewards,3,Percentage,Fishing,While doing  Fishing
Coral Fishing Spear,Fishing,45,Tool,Craft,Normal,Fishing Spear,Fine Material Finding,19,Percentage,Fishing,While doing  Fishing
Coral Fishing Spear,Fishing,45,Tool,Craft,Normal,Fishing Spear,Chest Finding,25,Percentage,Fishing,While doing  Fishing
Coral Fishing Spear,Fishing,45,Tool,Craft,Good,Fishing Spear,Work Efficiency,20,Percentage,Fishing,While doing  Fishing
Coral Fishing Spear,Fishing,45,Tool,Craft,Good,Fishing Spear,Double Action,2,Percentage,Fishing,While doing  Fishing
Coral Fishing Spear,Fishing,45,Tool,Craft,Good,Fishing Spear,Double Rewards,6,Percentage,Fishing,While doing  Fishing
Coral Fishing Spear,Fishing,45,Tool,Craft,Good,Fishing Spear,Fine Material Finding,30,Percentage,Fishing,While doing  Fishing
Coral Fishing Spear,Fishing,45,Tool,Craft,Good,Fishing Spear,Chest Finding,40,Percentage,Fishing,While doing  Fishing
Coral Fishing Spear,Fishing,45,Tool,Craft,Great,Fishing Spear,Work Efficiency,26,Percentage,Fishing,While doing  Fishing
Coral Fishing Spear,Fishing,45,Tool,Craft,Great,Fishing Spear,Double Action,4,Percentage,Fishing,While doing  Fishing
Coral Fishing Spear,Fishing,45,Tool,Craft,Great,Fishing Spear,Double Rewards,9,Percentage,Fishing,While doing  Fishing
Coral Fishing Spear,Fishing,45,Tool,Craft,Great,Fishing Spear,Fine Material Finding,34,Percentage,Fishing,While doing  Fishing
Coral Fishing Spear,Fishing,45,Tool,Craft,Great,Fishing Spear,Chest Finding,45,Percentage,Fishing,While doing  Fishing
Coral Fishing Spear,Fishing,45,Tool,Craft,Excellent,Fishing Spear,Work Efficiency,32,Percentage,Fishing,While doing  Fishing
Coral Fishing Spear,Fishing,45,Tool,Craft,Excellent,Fishing Spear,Double Action,7,Percentage,Fishing,While doing  Fishing
Coral Fishing Spear,Fishing,45,Tool,Craft,Excellent,Fishing Spear,Double Rewards,12,Percentage,Fishing,While doing  Fishing
Coral Fishing Spear,Fishing,45,Tool,Craft,Excellent,Fishing Spear,Fine Material Finding,36,Percentage,Fishing,While doing  Fishing
Coral Fishing Spear,Fishing,45,Tool,Craft,Excellent,Fishing Spear,Chest Finding,48,Percentage,Fishing,While doing  Fishing
Coral Fishing Spear,Fishing,45,Tool,Craft,Perfect,Fishing Spear,Work Efficiency,40,Percentage,Fishing,While doing  Fishing
Coral Fishing Spear,Fishing,45,Tool,Craft,Perfect,Fishing Spear,Double Action,16,Percentage,Fishing,While doing  Fishing
Coral Fishing Spear,Fishing,45,Tool,Craft,Perfect,Fishing Spear,Double Rewards,15,Percentage,Fishing,While doing  Fishing
Coral Fishing Spear,Fishing,45,Tool,Craft,Perfect,Fishing Spear,Fine Material Finding,38,Percentage,Fishing,While doing  Fishing
Coral Fishing Spear,Fishing,45,Tool,Craft,Perfect,Fishing Spear,Chest Finding,51,Percentage,Fishing,While doing  Fishing
Hydrilium Hatchet,Global,,Tool,Craft,Normal,Woodcutting Hatchet,Work Efficiency,16,Percentage,Woodcutting,While doing  Woodcutting
Hydrilium Hatchet,Global,,Tool,Craft,Normal,Woodcutting Hatchet,Double Action,1,Percentage,Woodcutting,While doing  Woodcutting
Hydrilium Hatchet,Global,,Tool,Craft,Normal,Woodcutting Hatchet,Double Rewards,3,Percentage,Woodcutting,While doing  Woodcutting
Hydrilium Hatchet,Global,,Tool,Craft,Normal,Woodcutting Hatchet,Chest Finding,25,Percentage,Woodcutting,While doing  Woodcutting
Hydrilium Hatchet,Global,,Tool,Craft,Normal,Woodcutting Hatchet,Find Bird Nests,19,Percentage,Woodcutting,While doing  Woodcutting
Hydrilium Hatchet,Global,,Tool,Craft,Good,Woodcutting Hatchet,Work Efficiency,20,Percentage,Woodcutting,While doing  Woodcutting
Hydrilium Hatchet,Global,,Tool,Craft,Good,Woodcutting Hatchet,Double Action,2,Percentage,Woodcutting,While doing  Woodcutting
Hydrilium Hatchet,Global,,Tool,Craft,Good,Woodcutting Hatchet,Double Rewards,6,Percentage,Woodcutting,While doing  Woodcutting
Hydrilium Hatchet,Global,,Tool,Craft,Good,Woodcutting Hatchet,Chest Finding,40,Percentage,Woodcutting,While doing  Woodcutting
Hydrilium Hatchet,Global,,Tool,Craft,Good,Woodcutting Hatchet,Find Bird Nests,30,Percentage,Woodcutting,While doing  Woodcutting
Hydrilium Hatchet,Global,,Tool,Craft,Great,Woodcutting Hatchet,Work Efficiency,26,Percentage,Woodcutting,While doing  Woodcutting
Hydrilium Hatchet,Global,,Tool,Craft,Great,Woodcutting Hatchet,Double Action,4,Percentage,Woodcutting,While doing  Woodcutting
Hydrilium Hatchet,Global,,Tool,Craft,Great,Woodcutting Hatchet,Double Rewards,9,Percentage,Woodcutting,While doing  Woodcutting
Hydrilium Hatchet,Global,,Tool,Craft,Great,Woodcutting Hatchet,Chest Finding,45,Percentage,Woodcutting,While doing  Woodcutting
Hydrilium Hatchet,Global,,Tool,Craft,Great,Woodcutting Hatchet,Find Bird Nests,34,Percentage,Woodcutting,While doing  Woodcutting
Hydrilium Hatchet,Global,,Tool,Craft,Excellent,Woodcutting Hatchet,Work Efficiency,32,Percentage,Woodcutting,While doing  Woodcutting
Hydrilium Hatchet,Global,,Tool,Craft,Excellent,Woodcutting Hatchet,Double Action,7,Percentage,Woodcutting,While doing  Woodcutting
Hydrilium Hatchet,Global,,Tool,Craft,Excellent,Woodcutting Hatchet,Double Rewards,12,Percentage,Woodcutting,While doing  Woodcutting
Hydrilium Hatchet,Global,,Tool,Craft,Excellent,Woodcutting Hatchet,Chest Finding,48,Percentage,Woodcutting,While doing  Woodcutting
Hydrilium Hatchet,Global,,Tool,Craft,Excellent,Woodcutting Hatchet,Find Bird Nests,36,Percentage,Woodcutting,While doing  Woodcutting
Hydrilium Hatchet,Global,,Tool,Craft,Perfect,Woodcutting Hatchet,Work Efficiency,40,Percentage,Woodcutting,While doing  Woodcutting
Hydrilium Hatchet,Global,,Tool,Craft,Perfect,Woodcutting Hatchet,Double Action,16,Percentage,Woodcutting,While doing  Woodcutting
Hydrilium Hatchet,Global,,Tool,Craft,Perfect,Woodcutting Hatchet,Double Rewards,15,Percentage,Woodcutting,While doing  Woodcutting
Hydrilium Hatchet,Global,,Tool,Craft,Perfect,Woodcutting Hatchet,Chest Finding,51,Percentage,Woodcutting,While doing  Woodcutting
Hydrilium Hatchet,Global,,Tool,Craft,Perfect,Woodcutting Hatchet,Find Bird Nests,38,Percentage,Woodcutting,While doing  Woodcutting
Hydrilium Pickaxe,Global,,Tool,Craft,Normal,Pickaxe,Work Efficiency,16,Percentage,Mining,While doing  Mining
Hydrilium Pickaxe,Global,,Tool,Craft,Normal,Pickaxe,Double Action,1,Percentage,Mining,While doing  Mining
Hydrilium Pickaxe,Global,,Tool,Craft,Normal,Pickaxe,Double Rewards,3,Percentage,Mining,While doing  Mining
Hydrilium Pickaxe,Global,,Tool,Craft,Normal,Pickaxe,Chest Finding,25,Percentage,Mining,While doing  Mining
Hydrilium Pickaxe,Global,,Tool,Craft,Normal,Pickaxe,Find Gems,19,Percentage,Mining,While doing  Mining
Hydrilium Pickaxe,Global,,Tool,Craft,Good,Pickaxe,Work Efficiency,20,Percentage,Mining,While doing  Mining
Hydrilium Pickaxe,Global,,Tool,Craft,Good,Pickaxe,Double Action,2,Percentage,Mining,While doing  Mining
Hydrilium Pickaxe,Global,,Tool,Craft,Good,Pickaxe,Double Rewards,6,Percentage,Mining,While doing  Mining
Hydrilium Pickaxe,Global,,Tool,Craft,Good,Pickaxe,Chest Finding,40,Percentage,Mining,While doing  Mining
Hydrilium Pickaxe,Global,,Tool,Craft,Good,Pickaxe,Find Gems,30,Percentage,Mining,While doing  Mining
Hydrilium Pickaxe,Global,,Tool,Craft,Great,Pickaxe,Work Efficiency,26,Percentage,Mining,While doing  Mining
Hydrilium Pickaxe,Global,,Tool,Craft,Great,Pickaxe,Double Action,4,Percentage,Mining,While doing  Mining
Hydrilium Pickaxe,Global,,Tool,Craft,Great,Pickaxe,Double Rewards,9,Percentage,Mining,While doing  Mining
Hydrilium Pickaxe,Global,,Tool,Craft,Great,Pickaxe,Chest Finding,45,Percentage,Mining,While doing  Mining
Hydrilium Pickaxe,Global,,Tool,Craft,Great,Pickaxe,Find Gems,34,Percentage,Mining,While doing  Mining
Hydrilium Pickaxe,Global,,Tool,Craft,Excellent,Pickaxe,Work Efficiency,32,Percentage,Mining,While doing  Mining
Hydrilium Pickaxe,Global,,Tool,Craft,Excellent,Pickaxe,Double Action,7,Percentage,Mining,While doing  Mining
Hydrilium Pickaxe,Global,,Tool,Craft,Excellent,Pickaxe,Double Rewards,12,Percentage,Mining,While doing  Mining
Hydrilium Pickaxe,Global,,Tool,Craft,Excellent,Pickaxe,Chest Finding,48,Percentage,Mining,While doing  Mining
Hydrilium Pickaxe,Global,,Tool,Craft,Excellent,Pickaxe,Find Gems,36,Percentage,Mining,While doing  Mining
Hydrilium Pickaxe,Global,,Tool,Craft,Perfect,Pickaxe,Work Efficiency,40,Percentage,Mining,While doing  Mining
Hydrilium Pickaxe,Global,,Tool,Craft,Perfect,Pickaxe,Double Action,16,Percentage,Mining,While doing  Mining
Hydrilium Pickaxe,Global,,Tool,Craft,Perfect,Pickaxe,Double Rewards,15,Percentage,Mining,While doing  Mining
Hydrilium Pickaxe,Global,,Tool,Craft,Perfect,Pickaxe,Chest Finding,51,Percentage,Mining,While doing  Mining
Hydrilium Pickaxe,Global,,Tool,Craft,Perfect,Pickaxe,Find Gems,38,Percentage,Mining,While doing  Mining
Hydrilium Sickle,Global,,Tool,Craft,Normal,"Foraging Tool, Sickle",Work Efficiency,16,Percentage,Foraging,While doing  Foraging
Hydrilium Sickle,Global,,Tool,Craft,Normal,"Foraging Tool, Sickle",Double Action,1,Percentage,Foraging,While doing  Foraging
Hydrilium Sickle,Global,,Tool,Craft,Normal,"Foraging Tool, Sickle",Double Rewards,3,Percentage,Foraging,While doing  Foraging
Hydrilium Sickle,Global,,Tool,Craft,Normal,"Foraging Tool, Sickle",Fine Material Finding,19,Percentage,Foraging,While doing  Foraging
Hydrilium Sickle,Global,,Tool,Craft,Normal,"Foraging Tool, Sickle",Chest Finding,25,Percentage,Foraging,While doing  Foraging
Hydrilium Sickle,Global,,Tool,Craft,Good,"Foraging Tool, Sickle",Work Efficiency,20,Percentage,Foraging,While doing  Foraging
Hydrilium Sickle,Global,,Tool,Craft,Good,"Foraging Tool, Sickle",Double Action,2,Percentage,Foraging,While doing  Foraging
Hydrilium Sickle,Global,,Tool,Craft,Good,"Foraging Tool, Sickle",Double Rewards,6,Percentage,Foraging,While doing  Foraging
Hydrilium Sickle,Global,,Tool,Craft,Good,"Foraging Tool, Sickle",Fine Material Finding,30,Percentage,Foraging,While doing  Foraging
Hydrilium Sickle,Global,,Tool,Craft,Good,"Foraging Tool, Sickle",Chest Finding,40,Percentage,Foraging,While doing  Foraging
Hydrilium Sickle,Global,,Tool,Craft,Great,"Foraging Tool, Sickle",Work Efficiency,26,Percentage,Foraging,While doing  Foraging
Hydrilium Sickle,Global,,Tool,Craft,Great,"Foraging Tool, Sickle",Double Action,4,Percentage,Foraging,While doing  Foraging
Hydrilium Sickle,Global,,Tool,Craft,Great,"Foraging Tool, Sickle",Double Rewards,9,Percentage,Foraging,While doing  Foraging
Hydrilium Sickle,Global,,Tool,Craft,Great,"Foraging Tool, Sickle",Fine Material Finding,34,Percentage,Foraging,While doing  Foraging
Hydrilium Sickle,Global,,Tool,Craft,Great,"Foraging Tool, Sickle",Chest Finding,45,Percentage,Foraging,While doing  Foraging
Hydrilium Sickle,Global,,Tool,Craft,Excellent,"Foraging Tool, Sickle",Work Efficiency,32,Percentage,Foraging,While doing  Foraging
Hydrilium Sickle,Global,,Tool,Craft,Excellent,"Foraging Tool, Sickle",Double Action,7,Percentage,Foraging,While doing  Foraging
Hydrilium Sickle,Global,,Tool,Craft,Excellent,"Foraging Tool, Sickle",Double Rewards,12,Percentage,Foraging,While doing  Foraging
Hydrilium Sickle,Global,,Tool,Craft,Excellent,"Foraging Tool, Sickle",Fine Material Finding,36,Percentage,Foraging,While doing  Foraging
Hydrilium Sickle,Global,,Tool,Craft,Excellent,"Foraging Tool, Sickle",Chest Finding,48,Percentage,Foraging,While doing  Foraging
Hydrilium Sickle,Global,,Tool,Craft,Perfect,"Foraging Tool, Sickle",Work Efficiency,40,Percentage,Foraging,While doing  Foraging
Hydrilium Sickle,Global,,Tool,Craft,Perfect,"Foraging Tool, Sickle",Double Action,16,Percentage,Foraging,While doing  Foraging
Hydrilium Sickle,Global,,Tool,Craft,Perfect,"Foraging Tool, Sickle",Double Rewards,15,Percentage,Foraging,While doing  Foraging
Hydrilium Sickle,Global,,Tool,Craft,Perfect,"Foraging Tool, Sickle",Fine Material Finding,38,Percentage,Foraging,While doing  Foraging
Hydrilium Sickle,Global,,Tool,Craft,Perfect,"Foraging Tool, Sickle",Chest Finding,51,Percentage,Foraging,While doing  Foraging
Farganite Hatchet,Woodcutting,50,Tool,Craft,Normal,Woodcutting Hatchet,Work Efficiency,18,Percentage,Woodcutting,While doing  Woodcutting
Farganite Hatchet,Woodcutting,50,Tool,Craft,Normal,Woodcutting Hatchet,Double Action,1,Percentage,Woodcutting,While doing  Woodcutting
Farganite Hatchet,Woodcutting,50,Tool,Craft,Normal,Woodcutting Hatchet,Double Rewards,3,Percentage,Woodcutting,While doing  Woodcutting
Farganite Hatchet,Woodcutting,50,Tool,Craft,Normal,Woodcutting Hatchet,Fine Material Finding,21,Percentage,Woodcutting,While doing  Woodcutting
Farganite Hatchet,Woodcutting,50,Tool,Craft,Normal,Woodcutting Hatchet,Chest Finding,18,Percentage,Woodcutting,While doing  Woodcutting
Farganite Hatchet,Woodcutting,50,Tool,Craft,Normal,Woodcutting Hatchet,Find Bird Nests,21,Percentage,Woodcutting,While doing  Woodcutting
Farganite Hatchet,Woodcutting,50,Tool,Craft,Good,Woodcutting Hatchet,Work Efficiency,23,Percentage,Woodcutting,While doing  Woodcutting
